Location,MinTemp,MaxTemp,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Temp9am,Temp3pm,RainTomorrow
72,28,10,25,38,11,25,34,47,43,11
44,30,27,23,34,12,54,90,14,14,3
6,3,32,50,3,27,9,93,25,3,7
44,20,17,33,42,25,3,29,14,47,84
34,29,50,26,4,3,69,44,4,41,45
42,40,30,14,18,24,58,0,29,17,84
30,12,26,48,0,44,74,47,41,32,94
21,29,25,43,13,26,10,43,26,5,9
8,18,28,10,7,47,20,0,40,49,7
13,23,14,5,23,44,18,54,30,43,83
3,1,10,23,50,50,93,25,19,18,70
86,28,16,25,36,23,2,26,13,36,97
70,18,31,26,35,15,54,71,42,35,35
37,3,26,1,6,4,6,40,21,20,59
100,29,48,10,29,9,41,80,46,16,44
84,14,40,4,39,20,51,11,12,34,5
46,6,3,18,35,2,56,2,28,10,19
40,20,16,44,38,37,85,75,46,21,54
5,22,6,47,46,41,26,74,50,46,15
97,15,4,9,48,26,58,92,10,20,30
37,3,33,36,2,50,53,15,39,43,20
91,34,4,27,3,30,86,23,26,8,86
76,45,39,24,23,43,73,73,0,37,41
66,31,48,21,45,16,9,75,21,1,21
91,42,20,9,39,33,82,69,48,12,3
44,37,46,14,21,44,44,97,16,17,84
27,39,47,30,44,33,24,95,32,18,23
14,34,49,2,26,20,68,13,0,18,91
36,0,10,8,19,11,36,41,39,8,21
86,7,47,19,30,29,55,35,6,3,10
32,5,50,45,35,18,89,50,37,2,8
45,26,43,15,4,15,34,6,15,27,27
66,15,32,2,25,6,65,30,45,25,14
92,28,26,48,30,22,81,27,21,28,99
38,34,15,27,45,39,24,31,29,30,47
55,21,10,26,5,23,33,1,8,29,31
41,39,49,31,24,35,90,70,26,31,70
45,44,12,0,37,0,93,79,14,20,48
71,14,24,14,43,21,71,56,39,40,27
32,42,45,39,36,49,22,48,43,16,4
84,27,29,36,14,46,0,40,48,21,97
81,41,33,46,10,33,82,13,13,31,4
86,47,16,22,42,32,52,90,16,15,79
47,6,23,4,23,20,45,41,3,34,3
63,25,31,34,47,14,17,52,43,10,6
95,9,38,27,46,31,30,76,30,33,6
96,49,35,16,16,20,78,37,3,50,89
98,33,41,7,17,23,13,60,49,46,40
54,20,11,15,1,5,13,69,3,46,59
49,38,2,22,37,29,97,41,12,29,99
34,5,22,1,37,26,46,14,35,36,29
62,34,30,49,3,10,38,83,40,5,25
59,13,47,12,14,37,18,75,2,26,30
36,40,10,23,19,21,31,64,39,44,47
58,45,42,47,36,40,17,40,40,33,35
74,41,11,2,7,4,9,64,10,50,63
46,24,35,31,16,39,11,68,41,24,95
96,20,42,2,28,4,9,4,40,15,4
4,16,20,35,17,43,27,43,21,46,52
6,5,15,26,22,26,84,13,24,6,12
32,18,38,28,35,21,29,94,41,49,77
23,39,16,32,18,16,80,67,49,18,26
16,42,49,28,29,50,75,13,39,31,21
48,19,42,10,22,20,78,9,45,2,2
17,1,28,8,42,15,28,69,49,25,77
63,2,38,15,20,2,36,16,19,32,44
72,19,8,22,12,45,44,33,23,0,34
48,38,5,34,9,42,33,70,26,20,21
59,3,29,30,40,17,49,99,23,29,2
44,28,43,21,9,33,61,4,28,25,46
31,1,18,7,42,19,41,61,18,40,9
3,43,45,12,42,0,53,100,8,32,42
63,40,50,4,23,22,84,33,10,2,75
73,2,4,43,27,43,34,20,32,43,94
71,50,42,43,30,47,42,41,12,37,67
17,4,29,10,32,6,19,95,20,29,29
50,32,40,48,23,37,3,85,15,12,92
64,27,22,39,4,27,6,98,37,12,64
90,18,15,15,40,34,69,90,24,40,8
100,32,27,18,14,26,60,87,8,21,84
31,15,40,47,30,3,58,72,20,19,70
39,22,46,3,41,29,8,77,40,10,30
44,8,49,25,21,49,50,35,42,37,7
25,47,7,27,19,49,31,85,38,42,76
66,21,11,10,46,45,30,7,0,50,0
83,41,47,34,22,5,69,92,48,46,34
55,17,22,28,37,42,29,96,40,18,57
64,30,47,0,12,15,74,97,33,42,65
68,3,6,32,6,27,81,57,19,25,97
60,29,18,12,21,21,14,16,35,43,33
75,21,39,2,30,10,56,20,32,1,80
5,24,33,16,32,43,86,14,46,46,10
22,30,36,29,27,9,87,96,3,37,30
3,16,34,37,47,47,88,83,8,40,94
52,49,48,36,35,12,29,2,3,37,39
45,13,37,1,38,44,79,18,11,1,50
94,28,22,20,38,25,25,9,11,37,36
95,30,22,49,46,25,7,94,19,34,19
38,41,38,18,20,4,50,94,34,43,78
89,41,32,19,38,0,37,75,36,13,0
40,44,6,34,29,19,3,12,41,25,86
75,9,41,31,20,42,22,15,45,8,22
84,11,5,29,40,22,77,98,28,32,88
68,45,2,6,50,8,92,43,36,48,38
27,31,15,13,34,43,95,38,50,23,74
82,37,43,36,24,30,8,82,50,42,72
22,8,50,38,17,40,95,46,8,35,60
14,0,14,8,42,6,1,76,0,9,33
9,4,41,12,24,33,38,46,8,33,25
31,28,17,6,4,28,33,61,7,7,70
54,0,16,42,28,25,21,10,32,40,89
42,44,46,42,16,50,36,62,37,36,48
21,22,41,32,23,30,72,66,17,43,90
79,19,17,26,37,46,5,44,8,3,80
41,49,2,2,6,20,3,6,5,45,53
48,4,44,2,25,10,42,13,24,32,91
64,34,17,48,23,42,21,50,35,37,95
87,17,50,4,39,42,43,12,4,10,37
61,14,48,24,32,18,48,27,7,28,34
28,27,14,44,36,25,84,70,31,46,47
76,11,16,29,1,25,95,72,13,4,93
96,13,36,24,44,1,20,25,4,46,86
44,48,45,37,21,33,3,17,33,8,12
20,37,40,23,35,11,56,80,41,3,56
74,21,45,16,22,25,85,7,10,28,12
61,25,30,46,10,9,34,51,43,35,22
70,19,29,50,10,15,67,4,11,34,80
9,41,16,9,20,19,28,91,29,37,43
57,14,50,46,8,33,33,87,0,46,94
2,37,13,28,7,29,60,64,22,22,86
92,23,32,32,8,47,18,84,50,24,52
5,39,36,18,3,12,17,75,42,33,61
0,37,37,25,9,0,18,64,25,36,56
6,4,36,47,16,34,12,68,44,45,94
66,37,28,46,38,45,24,6,20,45,41
86,9,44,27,1,34,12,21,20,19,26
88,18,0,6,20,48,96,81,5,14,12
68,44,8,24,31,42,43,96,28,21,56
72,7,7,3,50,28,78,0,30,34,32
37,31,35,45,21,43,13,12,24,28,21
11,23,24,40,22,48,81,36,33,43,38
77,4,32,10,14,30,19,23,32,12,15
40,7,37,33,38,38,53,56,22,6,21
75,8,48,12,33,15,95,4,32,16,12
53,6,6,45,15,17,83,13,30,10,93
73,37,33,39,23,20,38,27,4,27,68
1,2,50,32,24,36,41,63,30,23,1
17,8,28,50,20,49,59,32,0,25,25
49,21,30,18,27,50,12,6,17,37,9
94,41,12,46,26,31,93,72,26,8,83
54,15,18,21,36,20,31,71,0,32,73
51,36,39,2,49,22,57,20,1,33,55
7,7,11,30,40,50,3,13,43,45,15
78,31,7,32,10,8,91,49,37,11,93
48,14,7,23,27,16,14,36,39,5,47
80,20,39,48,3,18,90,8,7,4,91
68,13,1,13,5,3,95,94,29,12,33
74,9,35,1,43,49,10,7,30,43,71
81,3,46,5,13,48,65,94,19,33,86
85,18,7,8,27,31,80,6,39,48,77
22,42,48,41,31,10,74,97,28,36,60
58,49,19,18,34,38,22,82,13,25,12
59,38,26,40,47,44,30,69,6,23,50
7,44,21,18,14,42,8,5,40,20,31
5,0,28,4,43,30,7,94,20,48,31
60,26,38,26,10,32,29,62,45,3,47
42,25,25,17,47,0,51,17,44,23,10
82,28,8,48,20,25,69,17,49,38,82
3,35,13,30,42,5,86,73,13,37,88
80,7,9,6,1,24,50,37,22,26,63
26,35,21,36,31,2,83,97,21,4,42
51,7,7,7,12,1,96,72,25,42,50
37,16,4,46,31,43,61,71,35,34,85
92,24,2,20,18,20,29,88,45,17,81
85,26,18,12,20,18,49,45,8,48,42
84,24,25,48,12,3,72,27,39,30,21
35,48,41,35,2,35,23,50,3,44,73
60,42,1,23,17,41,87,96,44,48,86
45,41,47,46,41,42,32,15,11,7,86
89,24,25,39,44,2,69,60,3,18,12
40,6,4,45,50,32,50,39,35,10,77
71,42,37,22,1,16,72,18,24,33,86
80,9,33,36,38,42,32,48,2,31,27
31,50,22,20,9,8,32,86,23,18,36
68,5,35,33,8,16,23,10,19,27,20
99,12,28,36,23,29,37,2,50,24,80
28,34,28,37,22,31,5,32,38,1,50
85,0,27,21,6,29,96,31,3,35,86
89,33,9,45,3,27,87,86,36,41,62
34,40,12,20,18,40,88,28,29,19,46
6,9,42,2,3,15,55,32,33,0,68
55,38,1,16,35,17,5,89,41,13,19
60,34,35,14,29,17,45,8,22,1,80
53,44,44,25,38,43,34,17,16,40,46
76,29,49,14,47,24,98,69,30,32,11
28,14,25,24,12,25,14,51,37,15,59
36,26,11,20,30,2,36,45,17,18,59
59,46,27,4,40,50,75,63,32,9,4
10,49,50,5,48,25,53,46,17,18,33
73,12,21,45,28,3,72,89,39,50,74
15,47,2,32,45,40,50,20,10,42,81
87,36,28,10,43,6,79,60,41,29,28
9,35,50,44,16,33,39,87,9,16,0
63,5,26,42,50,44,95,40,28,29,93
56,14,35,14,4,17,61,51,36,10,83
70,35,2,19,8,14,47,20,43,29,58
21,2,5,17,38,22,4,26,9,36,98
7,24,38,27,7,11,7,35,6,31,88
13,36,16,35,12,21,54,45,42,26,2
29,47,49,26,44,9,95,78,8,40,47
15,29,39,5,41,2,51,8,0,47,72
43,29,20,40,5,33,56,37,31,31,17
18,49,9,33,38,32,42,85,7,36,20
74,38,18,20,49,32,86,67,20,1,0
97,47,39,4,49,46,73,5,10,15,67
91,14,49,26,18,5,27,73,47,49,60
74,13,47,27,1,29,14,29,34,30,96
28,30,20,23,1,19,7,52,33,48,100
19,40,23,31,29,34,47,17,30,34,97
87,32,39,43,9,44,86,39,11,8,73
90,25,39,49,16,46,76,9,21,35,9
97,33,33,27,11,14,6,62,15,29,19
30,5,6,47,30,37,19,57,8,14,83
39,42,13,5,40,27,2,45,25,18,95
56,31,36,33,50,8,15,46,28,16,60
100,7,43,43,12,40,27,85,27,49,60
88,0,35,38,21,46,78,6,31,0,59
7,32,18,34,13,16,61,52,6,11,37
59,23,38,17,43,11,58,10,41,29,29
93,26,5,31,34,32,38,6,47,9,25
79,34,0,5,26,30,43,10,37,0,95
3,15,9,45,15,19,68,6,31,48,90
47,8,37,10,47,39,29,40,2,38,8
30,22,38,22,37,14,46,39,49,0,44
20,29,38,41,40,42,29,98,7,7,40
16,47,47,2,20,20,75,59,11,15,54
80,40,17,36,37,1,58,81,18,31,14
2,23,18,6,48,22,2,92,31,36,68
38,12,45,46,47,43,79,99,20,15,88
50,45,36,37,46,0,47,43,1,7,97
51,8,46,27,20,38,99,99,31,7,30
59,1,17,13,44,7,17,82,15,44,12
81,15,11,23,19,1,24,59,11,33,15
99,17,14,43,47,29,13,18,44,24,5
30,15,45,16,42,3,45,49,32,14,72
5,48,7,20,23,10,44,27,9,16,99
0,34,4,35,42,1,88,62,21,41,26
67,47,30,23,24,43,65,92,28,7,46
93,23,33,9,10,45,75,13,8,29,89
77,32,46,13,45,46,46,21,15,37,11
50,13,43,6,37,13,65,37,37,1,53
93,2,35,41,45,36,24,41,13,44,65
94,28,26,49,35,35,33,57,31,1,65
7,39,2,0,1,11,30,85,4,20,89
12,4,24,18,4,23,40,87,47,44,87
78,7,45,1,9,23,34,97,6,38,44
12,12,29,6,13,38,22,76,35,28,35
50,49,45,5,33,24,88,54,16,49,26
96,4,4,7,19,0,29,86,26,25,35
9,31,1,32,44,38,54,37,0,11,18
53,23,42,31,29,44,6,60,36,10,40
88,11,39,25,49,14,12,89,9,50,29
42,48,38,1,29,12,20,34,47,10,72
66,28,3,1,25,40,44,46,13,24,74
7,9,16,38,25,17,59,69,36,36,99
9,10,50,45,6,18,59,38,13,13,36
15,16,27,26,48,47,18,74,4,9,80
40,28,30,30,0,1,31,88,45,0,65
26,39,22,6,49,38,54,71,16,24,85
31,42,6,20,43,50,20,82,24,28,85
2,28,13,12,20,32,7,70,27,16,70
50,28,2,23,23,19,27,86,3,19,14
8,2,16,38,44,26,97,83,32,42,100
98,49,12,18,9,14,5,52,46,46,71
29,28,9,12,50,39,45,94,41,44,22
67,2,3,34,5,0,73,54,47,35,6
92,46,0,38,24,48,12,98,8,10,87
80,21,32,25,33,36,84,12,29,31,27
23,49,3,47,35,34,81,34,21,33,27
39,34,44,45,11,12,17,20,1,23,24
13,22,37,2,6,0,66,74,28,21,73
96,27,9,4,24,37,4,8,32,17,97
66,8,3,20,24,20,0,85,49,1,25
67,1,33,16,28,5,96,98,50,2,17
72,2,22,14,36,45,64,90,8,3,43
91,20,25,10,43,15,64,73,12,26,9
74,25,31,8,3,10,55,22,28,50,90
50,25,18,24,18,15,43,17,13,15,87
80,39,12,41,19,40,7,85,26,3,58
89,24,47,32,41,26,86,90,18,47,16
94,43,29,47,38,44,4,68,22,6,69
55,4,16,37,32,32,51,8,45,37,10
63,44,44,0,2,29,94,98,35,30,36
90,1,20,39,26,1,62,62,9,4,67
48,9,25,29,28,39,42,28,3,20,47
95,23,34,42,6,5,75,47,29,35,2
90,48,45,25,13,29,36,45,16,8,60
91,50,31,1,31,20,11,74,28,3,55
67,10,21,15,24,12,64,9,29,38,72
61,21,38,19,35,13,0,53,7,22,34
21,21,33,24,7,15,6,24,25,45,19
37,14,43,20,32,47,91,56,48,29,48
48,44,2,9,46,35,56,5,8,7,6
33,0,33,12,42,6,35,60,6,35,9
7,1,10,18,3,39,37,58,24,0,1
35,4,13,45,31,43,29,37,50,7,69
30,19,37,2,31,14,24,74,24,3,68
4,9,10,27,16,22,72,86,18,50,66
75,27,37,21,5,1,92,45,28,39,6
15,40,24,40,12,16,41,50,11,2,16
43,23,17,49,4,11,0,94,21,29,12
29,44,26,11,23,19,52,28,49,21,43
7,15,41,5,30,46,79,75,36,36,12
56,5,5,13,28,2,81,79,25,14,47
68,36,26,47,49,40,38,83,5,37,36
58,2,17,31,43,14,35,12,48,41,74
38,38,0,34,23,47,87,21,16,46,32
46,23,31,46,23,17,81,30,11,38,56
96,30,8,1,34,9,53,38,36,1,65
83,28,26,38,6,30,89,23,31,4,87
58,9,4,45,31,3,43,9,38,27,9
51,43,0,23,22,47,94,78,35,6,39
11,19,24,49,6,5,38,100,48,33,50
46,41,15,34,29,32,77,65,29,37,65
1,48,19,47,35,10,95,79,12,18,31
39,19,22,42,20,42,12,62,49,45,11
2,49,27,22,0,16,68,16,18,7,31
82,8,9,23,50,29,73,29,40,39,64
26,4,21,24,47,7,87,27,40,28,77
12,10,43,27,27,6,98,73,47,47,99
98,15,47,49,14,23,95,57,0,26,97
1,36,12,47,11,50,67,73,28,7,64
98,14,5,29,3,3,26,100,22,7,62
5,37,26,17,19,50,11,38,6,3,74
14,18,45,35,15,1,1,35,7,15,16
15,36,31,7,8,49,48,35,32,30,63
38,7,9,42,7,8,93,81,9,7,25
81,18,44,34,40,34,89,59,29,30,77
70,16,4,37,1,32,59,5,49,16,53
52,38,19,16,17,19,97,38,17,41,100
86,14,1,35,21,17,0,36,2,1,100
72,7,16,49,13,10,5,26,31,20,89
81,4,25,43,45,30,57,70,50,42,48
88,13,40,43,0,48,35,52,13,38,43
24,41,36,46,25,15,38,11,14,13,16
26,5,26,25,11,32,70,25,32,26,47
1,12,43,21,27,5,9,94,49,23,16
4,46,21,23,42,11,5,31,21,14,89
95,14,39,20,50,32,99,4,32,17,15
55,49,48,9,15,2,35,54,35,6,68
11,28,37,14,21,30,18,41,19,49,30
82,7,7,48,12,45,84,44,8,42,38
86,36,50,14,36,46,9,1,49,15,60
74,13,36,33,25,30,29,59,17,40,0
51,45,36,33,47,47,3,39,23,29,4
8,11,38,14,28,21,82,74,20,20,81
34,7,22,41,2,22,35,45,6,6,42
77,29,25,2,37,30,14,54,50,29,52
96,19,38,5,47,1,48,62,28,38,87
98,19,49,2,49,20,94,4,29,13,38
62,0,1,48,9,4,4,86,37,25,48
0,23,0,42,32,40,59,49,0,18,34
8,35,38,2,48,48,4,21,27,23,70
24,4,12,3,1,18,14,48,23,35,35
89,11,50,27,1,32,44,9,40,31,66
67,38,42,15,10,41,46,61,13,33,89
40,2,29,33,34,34,33,43,8,14,73
99,34,11,7,5,49,69,77,46,0,68
15,36,26,2,47,36,57,55,7,1,76
98,17,49,29,5,41,29,31,43,17,53
93,14,45,22,8,38,19,48,50,29,80
80,25,29,24,33,34,71,56,50,26,30
6,35,32,10,40,2,1,79,3,19,33
12,47,10,30,0,19,14,12,15,22,1
16,49,28,32,38,46,48,14,26,27,76
69,4,50,41,9,2,77,10,45,24,99
56,17,29,13,31,36,9,7,5,26,75
23,0,1,13,17,5,42,16,42,33,68
72,43,8,14,32,38,41,29,19,7,4
60,30,17,28,47,25,54,38,9,40,100
74,20,4,15,2,41,29,3,29,4,39
17,44,19,41,19,34,95,44,30,34,61
29,48,17,21,50,38,58,91,48,0,5
98,36,10,43,49,2,72,57,49,11,19
35,21,49,37,39,15,0,0,31,15,55
44,36,10,4,35,35,91,52,8,35,86
79,30,48,39,17,24,35,18,47,27,39
46,14,23,5,10,49,58,39,22,17,67
95,46,3,46,25,10,24,99,1,24,57
66,34,50,25,40,10,82,85,30,26,59
75,11,13,38,50,23,60,85,9,0,70
40,0,4,45,15,30,14,69,21,0,16
59,33,0,4,2,7,39,74,19,16,95
52,24,33,4,16,49,35,89,27,46,82
43,48,15,12,3,38,36,15,50,50,85
69,10,0,50,36,16,78,13,27,18,74
5,32,9,47,42,7,14,63,17,29,70
27,19,8,30,25,28,26,86,38,21,85
46,33,10,43,36,15,49,97,23,9,21
97,13,20,42,10,17,5,77,26,48,47
33,31,16,34,12,50,54,95,28,0,48
39,3,7,4,50,37,9,77,6,26,68
58,4,33,18,14,16,99,80,11,23,84
57,23,15,7,41,41,0,48,30,40,91
97,13,24,37,33,46,42,71,43,8,70
52,37,43,21,49,16,81,23,18,46,63
85,7,32,41,4,40,10,39,48,27,9
20,11,39,40,28,42,8,0,10,39,64
85,11,14,22,36,39,49,79,10,44,68
33,16,49,49,1,36,89,67,25,17,40
87,3,23,39,31,22,31,23,28,16,9
83,20,16,18,25,48,75,18,16,14,74
82,41,46,43,24,38,10,8,36,24,44
14,22,15,9,4,22,16,93,30,19,14
25,34,18,50,28,16,41,72,35,50,1
29,29,44,30,3,44,84,13,8,29,7
0,37,18,24,7,18,53,99,26,47,93
2,36,49,49,34,12,59,47,3,6,46
59,13,2,49,17,14,78,59,9,42,94
85,37,49,22,3,21,5,45,36,4,46
52,8,27,15,27,35,28,99,46,31,47
42,40,14,32,3,3,55,51,47,9,92
49,8,24,19,37,9,35,42,49,12,33
82,41,17,10,45,27,1,12,22,7,48
26,2,15,24,7,43,44,24,47,16,8
70,45,49,10,14,28,28,34,34,35,9
11,37,19,24,31,11,71,93,29,27,80
86,48,26,3,7,42,49,63,49,3,38
18,22,45,49,8,4,74,22,40,37,87
32,39,27,35,42,12,98,22,30,44,69
8,9,23,44,8,23,35,5,25,24,93
25,12,6,24,38,12,90,58,45,12,37
28,16,35,5,8,7,96,85,29,2,50
30,30,35,27,33,9,35,72,20,28,26
64,22,11,0,47,6,23,52,28,6,73
20,3,21,41,40,48,87,18,5,26,98
64,38,49,20,9,49,37,52,1,47,78
39,12,14,4,13,15,59,100,38,44,91
90,11,19,2,10,45,77,84,2,11,77
40,7,50,10,42,12,68,96,1,43,55
25,18,9,32,10,14,100,33,30,3,94
39,13,27,17,8,14,91,49,23,2,100
89,9,34,29,20,32,92,30,2,7,33
36,3,0,12,23,7,86,72,46,25,16
84,6,47,31,35,14,66,64,21,2,8
42,28,36,20,48,21,59,30,29,43,7
89,20,15,25,18,26,57,94,7,15,80
5,46,32,18,21,32,82,78,45,47,18
90,24,41,12,15,7,42,0,3,28,56
65,21,50,28,42,47,96,57,25,18,37
60,27,46,50,48,38,41,67,15,1,77
97,12,40,34,19,4,42,29,39,41,52
21,28,12,23,18,33,51,23,43,2,55
27,47,45,11,43,13,70,66,47,20,45
11,34,44,48,0,27,35,18,4,46,23
88,38,45,26,42,46,74,7,49,49,86
6,19,27,20,14,7,25,47,49,28,77
86,23,49,4,2,0,51,42,28,23,63
52,33,18,11,0,0,73,60,46,4,78
76,48,5,19,40,34,75,66,32,18,49
80,29,4,47,14,6,70,49,50,17,98
54,39,42,12,41,5,60,61,44,46,66
46,9,40,30,0,41,10,3,27,20,9
2,19,2,26,23,5,17,78,47,21,56
20,2,12,19,0,14,34,38,16,23,85
76,23,23,26,42,28,29,99,5,3,100
73,26,25,28,5,6,89,27,17,28,79
25,26,13,10,21,4,92,54,49,11,29
55,36,0,30,7,3,37,91,45,3,92
89,0,20,10,3,4,63,37,35,14,43
96,44,21,12,30,40,82,51,18,35,25
29,42,2,28,26,34,23,12,26,31,25
54,6,17,26,46,5,84,88,27,46,41
26,36,42,24,14,14,66,95,11,4,91
92,50,0,32,3,33,37,14,19,26,95
87,25,1,45,35,40,58,41,5,38,72
38,35,28,20,48,18,27,64,29,29,72
98,16,12,13,33,12,15,26,32,13,65
13,4,37,19,17,36,50,49,7,23,81
96,8,33,13,32,38,32,13,48,3,45
0,30,41,14,14,4,11,35,12,3,59
27,20,42,30,36,23,55,68,28,30,75
97,16,6,15,16,16,7,65,16,24,65
43,26,4,5,11,10,14,59,34,50,96
44,21,22,31,10,22,18,46,35,0,96
11,22,4,45,17,13,51,29,50,26,76
69,15,20,4,20,22,43,99,46,38,22
53,31,1,33,9,19,83,8,19,1,36
66,38,4,35,2,25,15,38,29,20,86
14,16,33,48,41,14,54,42,17,42,26
25,2,37,30,36,21,76,70,11,19,31
5,0,18,45,21,23,48,4,25,33,73
43,30,7,12,26,47,23,14,48,28,80
42,9,15,44,45,19,85,53,24,23,28
50,33,32,50,10,36,73,66,7,3,39
35,50,29,27,42,13,35,65,3,5,9
25,1,8,5,26,42,42,83,1,46,34
12,6,24,17,14,1,79,74,35,41,84
85,45,12,43,6,28,39,7,24,30,78
9,0,24,23,22,46,10,16,18,23,55
66,40,25,30,27,4,63,26,6,28,58
2,12,12,40,33,15,14,31,47,4,58
49,33,18,14,28,18,83,17,31,50,88
57,42,27,17,21,46,52,89,7,10,84
23,44,37,37,29,23,87,50,3,32,71
59,22,7,30,35,43,85,64,45,50,100
10,12,39,6,18,9,95,37,12,43,63
45,32,21,27,42,25,67,67,26,9,16
13,6,16,3,28,42,6,56,4,35,52
99,0,32,25,27,8,85,3,47,35,24
85,14,21,25,38,35,27,63,1,8,32
6,25,43,15,49,42,23,49,21,8,61
25,21,27,27,20,17,50,0,27,2,46
66,31,2,19,36,50,69,51,46,10,53
26,36,6,7,32,43,0,58,6,5,48
58,8,18,40,26,45,86,43,5,49,91
78,37,36,34,17,38,71,62,18,49,82
52,38,14,43,48,45,31,74,7,34,43
44,35,38,19,42,7,16,94,27,28,32
10,44,47,37,41,20,4,89,28,14,23
46,26,29,35,48,27,85,65,41,30,76
38,45,49,16,47,28,3,54,40,23,47
41,29,40,28,17,21,51,43,47,25,17
22,32,14,27,10,48,66,58,46,2,27
27,19,8,33,9,30,63,22,16,0,1
76,17,21,20,21,6,84,51,19,24,33
3,43,28,30,11,13,31,14,44,22,13
9,21,48,27,48,9,87,91,18,9,96
75,48,3,17,13,45,73,84,26,42,18
54,1,23,43,28,38,19,44,47,41,73
49,50,9,27,10,44,25,89,9,35,84
100,19,34,13,23,11,85,8,42,28,85
8,6,37,13,8,35,52,98,15,29,42
86,26,45,5,12,11,72,50,38,14,34
46,33,25,41,37,38,34,21,18,13,34
22,10,31,50,10,43,21,52,35,41,87
33,43,23,42,15,50,15,71,28,22,82
90,1,34,46,33,8,46,89,20,24,65
23,19,3,29,39,2,4,1,23,18,36
92,40,3,15,18,50,73,15,41,7,13
76,5,35,30,8,23,68,32,26,46,25
75,5,35,49,31,38,48,86,36,45,21
80,35,49,15,29,22,39,48,46,11,74
6,27,29,31,50,34,84,97,19,43,31
85,12,3,25,35,9,18,34,6,44,33
56,50,25,38,7,43,99,70,0,35,90
73,13,35,6,23,39,13,20,46,45,16
20,42,22,41,40,15,95,28,32,49,11
62,12,23,46,40,23,50,57,4,15,67
77,4,46,5,8,0,3,59,39,17,71
35,45,3,21,44,29,42,84,42,21,34
97,17,30,40,25,4,5,0,23,24,8
69,17,47,2,13,0,88,41,14,50,77
59,22,35,14,30,41,9,35,47,19,83
57,29,46,30,39,1,51,25,11,14,15
55,48,32,10,5,22,37,93,46,32,47
80,39,12,1,29,18,91,82,10,3,61
6,27,41,18,34,28,77,8,19,26,57
58,37,29,27,44,25,66,87,46,23,89
19,32,45,41,17,25,60,46,36,19,27
60,43,34,33,38,35,47,20,37,1,67
12,37,9,21,36,4,81,8,6,4,60
41,13,27,36,22,2,41,55,21,29,74
70,37,21,30,2,28,76,16,16,23,56
63,24,46,37,48,28,27,49,31,9,62
63,47,43,3,1,9,42,81,8,44,80
75,18,13,33,41,4,90,15,44,20,78
39,12,6,28,15,26,94,76,22,37,74
65,48,35,32,32,23,21,87,27,33,72
85,3,5,9,26,36,48,5,18,46,56
54,36,34,12,43,45,98,77,32,39,50
66,27,23,17,19,41,52,41,16,2,89
95,25,47,21,40,34,64,11,24,9,99
57,6,2,25,38,18,23,37,18,38,32
85,6,28,27,37,28,39,53,33,4,54
73,43,21,19,10,47,58,40,18,43,73
64,9,1,38,23,46,52,66,45,20,35
10,9,34,39,16,13,94,5,17,26,56
82,10,37,32,7,15,56,75,27,23,18
94,15,50,39,38,3,80,92,10,10,92
44,23,39,46,38,31,92,87,16,40,100
100,31,14,26,7,22,73,40,2,30,92
51,46,10,27,20,14,45,19,0,36,35
91,3,6,24,7,0,20,73,39,44,12
77,47,36,34,13,13,0,83,37,6,21
80,16,16,34,17,6,49,77,42,7,30
97,27,36,15,40,14,57,47,32,9,25
93,42,10,12,18,11,13,32,6,43,15
29,24,36,23,44,43,14,29,9,34,76
63,12,43,49,21,47,73,86,25,25,0
83,30,35,6,4,9,33,23,13,37,40
69,50,44,12,37,45,75,4,16,38,45
71,2,0,32,10,35,33,25,5,42,75
5,40,3,15,9,33,32,4,5,9,32
86,26,50,8,26,16,66,10,3,24,68
26,44,42,42,40,2,38,43,50,6,47
94,34,25,45,29,29,18,10,7,48,41
48,39,27,36,7,4,71,95,23,31,61
57,16,38,45,23,21,92,17,19,4,10
53,50,5,44,48,46,24,99,10,13,100
29,34,7,49,12,49,49,82,48,29,4
27,12,24,35,44,35,39,28,3,45,32
76,35,34,37,27,27,26,45,2,15,35
100,33,3,32,47,41,7,57,19,49,29
56,6,23,43,16,27,36,6,26,23,45
71,7,16,26,34,4,87,89,30,32,31
31,42,9,25,19,16,18,44,1,8,73
92,39,36,40,18,2,69,35,9,43,63
98,43,2,43,3,42,0,36,41,26,53
40,14,18,31,26,18,74,42,14,12,67
60,37,11,41,22,40,58,52,31,47,17
34,28,44,22,26,36,86,92,43,47,30
12,8,25,11,2,48,81,28,29,5,70
81,50,17,31,9,16,32,3,39,41,81
40,2,31,30,25,49,74,5,20,6,59
74,16,8,46,24,46,34,9,24,11,24
50,14,11,27,13,25,76,74,26,1,75
25,10,27,16,44,2,73,79,28,38,67
27,26,4,45,28,16,93,58,37,43,16
52,16,37,12,35,13,19,26,45,11,17
80,19,33,2,47,26,66,73,31,14,23
48,7,5,42,33,10,54,58,49,17,100
42,9,12,24,12,41,89,0,3,10,70
27,12,5,0,12,26,5,79,4,33,72
43,41,10,34,37,35,46,36,25,6,38
12,2,26,36,3,45,79,27,28,34,11
63,10,13,39,21,1,20,33,34,7,29
0,13,15,5,28,10,26,47,47,26,73
3,8,5,41,2,46,14,34,1,6,53
41,10,3,40,23,16,92,82,28,43,84
52,45,45,26,19,23,0,27,36,42,27
84,1,9,45,43,20,65,32,7,4,75
