user_id,location,isbn,rating,book_title,book_author,year_of_publication,publisher
198621,"melbourne, florida, usa",671888587,0,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
198711,"little canada, minnesota, usa",671888587,0,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
201017,"palmetto bay, florida, usa",671888587,0,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
202834,"swisshime, oregon, usa",671888587,0,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
205517,"raleigh, north carolina, usa",671888587,0,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
205735,"mosinee, wisconsin, usa",671888587,0,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
207148,"san diego, california, usa",671888587,0,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
208829,"fredericton, new brunswick, canada",671888587,0,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
210367,"san antonio, texas, usa",671888587,0,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
214807,"foresthill, california, usa",671888587,0,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
216466,"castleton, vermont, usa",671888587,0,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
227447,"kelseyville, california, usa",671888587,0,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
227520,"san jose, california, usa",671888587,0,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
228764,"oakdale, california, usa",671888587,0,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
229011,"mclean, virginia, usa",671888587,8,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
230522,"colorado springs, colorado, usa",671888587,0,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
232106,"bayfield, colorado, usa",671888587,0,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
233445,"hesperia, california, usa",671888587,8,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
233529,"dothan, alabama, usa",671888587,0,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
235105,"st louis, missouri, usa",671888587,0,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
235282,"encino, california, usa",671888587,7,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
235569,"bochum, nordrhein-westfalen, germany",671888587,0,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
237271,"sandy, utah, usa",671888587,6,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
240131,"sherwood park, alberta, canada",671888587,0,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
241666,"san francisco, california, usa",671888587,5,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
242118,"margaret, alabama, usa",671888587,7,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
243294,"geismar, louisiana, usa",671888587,0,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
247752,"wake forest, north carolina, usa",671888587,0,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
249544,"kingwood, texas, usa",671888587,0,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
250295,"concord, california, usa",671888587,0,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
254676,"chicago, illinois,",671888587,0,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
256167,"temecula, california, usa",671888587,0,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
264031,"traverse city, michigan, usa",671888587,10,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
264082,"irving, texas, usa",671888587,8,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
265115,"vista, california, usa",671888587,0,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
268032,"sunnyvale, california, usa",671888587,8,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
271195,"elsmere, kentucky, usa",671888587,0,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
271284,"alexandria, virginia, usa",671888587,0,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
273979,"bloomsburg, pennsylvania, usa",671888587,0,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
274308,"delray beach, florida, usa",671888587,0,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
277478,"schiedam, zuid-holland, netherlands",671888587,0,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
278137,"san antonio, texas, usa",671888587,0,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
42,"appleton, wisconsin, usa",553582747,7,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
1660,"fort worth, texas, usa",553582747,5,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
2288,"spring hill, tennessee, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
3427,"eldorado, illinois, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
5998,"seattle, washington, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
7158,"omaha, nebraska, usa",553582747,8,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
11676,"n/a, n/a, n/a",553582747,7,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
13582,"lisboa, lisboa, portugal",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
16795,"mechanicsville, maryland, usa",553582747,8,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
20484,"san francisco, california, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
22045,"sacramento, california, usa",553582747,10,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
26711,"burbank, california, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
27317,"maplewood, minnesota, usa",553582747,9,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
29209,"boca raton, florida, usa",553582747,8,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
29915,"fullerton, california, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
31140,"san diego, california, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
31315,"henryville, indiana, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
31826,"jasper, missouri, usa",553582747,10,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
33614,"southaven, mississippi, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
34588,"west linn, oregon, usa",553582747,7,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
35842,"tacoma, washington, usa",553582747,8,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
39662,"little falls, new york, usa",553582747,8,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
43807,"sambro, nova scotia, canada",553582747,7,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
48046,"central sq., new york, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
49377,"los angeles, california, usa",553582747,8,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
49842,"staten island, new york, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
50073,"south portland, maine, usa",553582747,8,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
51526,"long beach, california, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
53174,"orlando, florida, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
56856,"escondido, california, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
57976,"eugene, oregon, usa",553582747,8,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
60050,"brooklyn, new york, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
61307,"fafb, washington, usa",553582747,9,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
63154,"warwick, warwick, bermuda",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
67325,"cocoa, florida, usa",553582747,9,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
69709,"san juan capistrano, california, usa",553582747,6,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
69971,"pinehurst, north carolina, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
71234,"cumberland, maryland, usa",553582747,10,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
72990,"watertown, new york, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
75787,"phoenix, arizona, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
76352,"olympia, washington, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
77480,"gig harbor, washington, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
78973,"amadora, lisboa, portugal",553582747,9,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
81492,"san antonio, texas, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
82955,"apex, north carolina, usa",553582747,6,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
87143,"whitehall, ohio, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
87929,"portland, maine, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
90657,"rome, georgia, usa",553582747,5,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
92658,"burlington, washington, usa",553582747,8,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
93312,"tustin, california, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
94923,"brick, new jersey, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
94931,"salt lake city, utah, usa",553582747,10,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
95903,"mason, ohio, usa",553582747,10,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
96776,"winston salem, north carolina, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
100009,"victoria, british columbia, canada",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
102967,"olympia, washington, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
104399,"middletown, ohio, usa",553582747,10,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
105551,"severn, maryland, usa",553582747,7,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
106849,"dunkirk, indiana, usa",553582747,10,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
108405,"irvine, ,",553582747,9,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
110973,"wiley ford, west virginia, usa",553582747,7,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
112026,"lakewood, washington, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
117937,"dallas, texas, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
120093,"merrick, acworth, new york, georgia, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
123039,"bonsall, california, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
125323,"missoula, montana, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
126296,"ramsey, huntingdon, cambridgeshire, united kingdom",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
127321,"wilbraham, massachusetts, usa",553582747,6,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
127824,"winter park, florida, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
128732,"north dighton, massachusetts, usa",553582747,9,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
129338,"apache junction, arizona, usa",553582747,10,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
129368,"los gatos, ,",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
131046,"ellington, connecticut, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
132690,"folsom, california, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
133571,"olney, maryland, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
134761,"waco, texas, usa",553582747,10,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
135149,"ft. pierce, florida, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
136237,"calgary, alberta, canada",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
136252,"santa fe, new mexico, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
138689,"sayville, new york, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
138995,"keyser, west virginia, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
140340,"zeeland, michigan,",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
143134,"marion, arkansas, usa",553582747,8,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
143517,"kirkland, washington, usa",553582747,3,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
145330,"kissimmee, florida, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
147607,"north reading, massachusetts, usa",553582747,8,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
150498,"cumberland, maryland, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
152696,"studio city, california, usa",553582747,9,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
152835,"brooklyn, new york, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
152856,"spring grove, illinois, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
153927,"brewton, alabama, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
155306,"queensbury, new york, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
155439,"philadelphia, mississippi, usa",553582747,10,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
155743,"san simeon, california, usa",553582747,9,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
156300,"pinon hills, california, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
165267,"north bergen, new jersey, usa",553582747,9,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
167223,"west hollywood, california, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
169065,"honolulu, hawaii, usa",553582747,10,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
169438,"cozad, nebraska, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
170184,"melton mowbray, england, united kingdom",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
170997,"westminster, california, usa",553582747,9,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
171088,"cambridge, minnesota, usa",553582747,8,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
171968,"irving, texas, usa",553582747,10,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
172742,"astoria, oregon, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
178079,"north las vegas, nevada, usa",553582747,10,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
178223,"sioux falls, south dakota, usa",553582747,8,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
179843,"guyton, georgia, usa",553582747,8,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
180658,"little rock, arkansas, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
181223,"windham, new hampshire, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
181714,"boulder, colorado, usa",553582747,3,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
185233,"winnemucca, nevada, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
190185,"mesa, ,",553582747,10,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
190925,"hobe sound, florida, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
192006,"columbus, ohio, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
195694,"tucson, arizona, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
196077,"disputanta, virginia, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
198327,"rancho palos verdes, california, usa",553582747,6,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
199491,"santa barbara, california,",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
200382,"new westminster, british columbia, canada",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
201674,"sellersville, pennsylvania, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
203968,"cumberland, maryland, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
204864,"simi valley, california, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
206625,"richmond, texas, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
211264,"pickerington, ohio, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
214601,"bronte, texas, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
218552,"san antonio, texas, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
218836,"lancaster, pennsylvania, usa",553582747,8,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
220158,"mena, arkansas, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
223156,"springfield, illinois, usa",553582747,9,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
223431,"los angeles, california, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
223438,"randolph, massachusetts, usa",553582747,8,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
224435,"warren, michigan, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
224809,"nashua, new hampshire, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
225810,"el cajon, california, usa",553582747,9,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
226616,"tucson, arizona, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
227447,"kelseyville, california, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
230013,"conroe, texas, usa",553582747,8,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
230522,"colorado springs, colorado, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
231149,"providence, rhode island, usa",553582747,6,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
232736,"evansville, indiana, usa",553582747,9,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
234165,"upton, massachusetts, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
236283,"orlando, florida, usa",553582747,8,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
238541,"vancouver, british columbia, canada",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
241666,"san francisco, california, usa",553582747,6,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
241980,"ashburn, virginia, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
242646,"ft myers beach, florida, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
245568,"springport, michigan, usa",553582747,8,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
247129,"kuching, sarawak, malaysia",553582747,8,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
247752,"wake forest, north carolina, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
248594,"san diego, california, usa",553582747,8,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
250892,"st. petersburg, florida, usa",553582747,10,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
250981,"providence, rhode island, usa",553582747,5,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
251019,"everton, missouri, usa",553582747,10,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
251157,"chicago, illinois, usa",553582747,5,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
251483,"gilroy, california, usa",553582747,7,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
252071,"catawba, wisconsin, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
252695,"lincoln, nebraska, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
253629,"gulf breeze, florida, usa",553582747,4,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
254758,"wilmington, delaware, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
255489,"sherman oaks, california, usa",553582747,9,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
265656,"chicago heights, illinois, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
268564,"bonita, california, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
270723,"houston, texas, usa",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
273190,"coconut grove, ,",553582747,0,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
274634,"wahiawa, hawaii, usa",553582747,7,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
44,"black mountain, north carolina, usa",425182908,0,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
1435,"st. louis, missouri, usa",425182908,0,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
2276,"niskayuna, new york, usa",425182908,4,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
3145,"austin, texas, usa",425182908,7,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
6007,"ajax, ontario, canada",425182908,0,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
6251,"wahiawa, hawaii, usa",425182908,0,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
8870,"austin, texas, usa",425182908,5,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
8936,"elizabeth city, north carolina, usa",425182908,0,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
11676,"n/a, n/a, n/a",425182908,0,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
15993,"chesapeake, virginia, usa",425182908,0,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
16010,"carlinville, illinois, usa",425182908,5,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
18333,"grapevine, texas, usa",425182908,7,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
19570,"bolingbrook, illinois, usa",425182908,3,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
20060,"baltimore, maryland, usa",425182908,2,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
21014,"fresno, california, usa",425182908,0,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
21231,"lancaster, california, usa",425182908,0,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
21540,"edmonton, alberta, canada",425182908,3,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
21659,"san jose, california, usa",425182908,0,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
22579,"euless, texas, usa",425182908,0,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
24926,"halifax, nova scotia, canada",425182908,0,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
25153,"oakland, maryland, usa",425182908,1,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
28634,"bad axe, michigan, usa",425182908,10,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
29497,"boise, ,",425182908,4,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
30035,"vancouver, british columbia, canada",425182908,5,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
31315,"henryville, indiana, usa",425182908,0,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
31846,"phoenix, , usa",425182908,0,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
32798,"columbia, south carolina, usa",425182908,0,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
34087,"brantford, ,",425182908,0,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
35050,"west columbia, south carolina, usa",425182908,0,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
35788,"alta, iowa, usa",425182908,9,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
35859,"duluth, minnesota, usa",425182908,4,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
38023,"hayward, california, usa",425182908,0,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
38273,"chandler, arizona, usa",425182908,9,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
38556,"edmonton, alberta, canada",425182908,0,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
38603,"kingston, ontario, canada",425182908,0,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
38725,"vancouver, british columbia, canada",425182908,0,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
38781,"kingsville, texas, usa",425182908,0,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
39646,"fairless hills, pennsylvania, usa",425182908,0,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
40504,"san diego, california, usa",425182908,0,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
41057,"nanaimo, british columbia, canada",425182908,0,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
42458,"north york, ontario, canada",425182908,4,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
43619,"shrewsbury, massachusetts, usa",425182908,0,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
45315,"ada, michigan, usa",425182908,3,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
51742,"brooklyn, new york, usa",425182908,2,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
53220,"fullerton, california, usa",425182908,8,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
54511,"austin, texas, usa",425182908,0,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
55187,"torrance, california, usa",425182908,0,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
56959,"monroe twp., new jersey, usa",425182908,5,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
60858,"sacramento, california, usa",425182908,0,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
65663,"syracuse, new york, usa",425182908,0,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
69042,"drayton valley, alberta, canada",425182908,0,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
69355,"syracuse, new york, usa",425182908,0,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
69405,"ede, gelderland, netherlands",425182908,0,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
70014,"peoria, illinois, usa",425182908,0,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
70065,"winnipeg, manitoba, canada",425182908,6,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
73394,"san diego, california, usa",425182908,0,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
76352,"olympia, washington, usa",425182908,0,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
76710,"marietta, georgia, usa",425182908,0,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
76767,"san bernardino, california, usa",425182908,6,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
76890,"wausau, wisconsin, usa",425182908,0,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
78973,"amadora, lisboa, portugal",425182908,0,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
79380,"ancaster, ontario, canada",425182908,0,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
79715,"summerville, south carolina, usa",425182908,5,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
82497,"yulee, florida, usa",425182908,6,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
