MAL_ID,Name,Score,,,,,,
30944,Muku Hatojuu no Meiken Monogatari,4.4,,,,,,
30947,Kurayami Santa,5.24,,,,,,
30948,Kowabon,5.24,,,,,,
30952,New Initial D Movie: Legend 3 - Mugen,7.83,,,,,,
30953,Arslan Senki (TV): Arsen 4-koma Gekijou,6.69,,,,,,
30954,Jakusansei Million Arthur,6.33,,,,,,
30955,Crazy Monkey,5.1,,,,,,
30957,Yukidaruma,4.4,,,,,,
30958,Daruma-chan,4.4,,,,,,
30959,Charamaru-kun to Dokumaru-kun,4.4,,,,,,
30960,Shou-chan Sora wo Tobu,4.4,,,,,,
30961,Sylvanian Families Mini Gekijou: Omoigakenai Okyakusama,4.4,,,,,,
30965,Ninpuu Kamui Gaiden: Tsukihigai no Maki,4.4,,,,,,
30967,Chuumon no Ooi Ryouriten (1993),5.5,,,,,,
30968,Kokoro no Catchball,4.4,,,,,,
30969,Yasashii Ookami,4.4,,,,,,
30970,Jidou Bungaku Library,4.4,,,,,,
30971,Tanita Shokudou,4.4,,,,,,
30973,Urashima Tarou (1952),4.4,,,,,,
30974,Wasurerumonka!,4.4,,,,,,
30975,Nanoha,4.4,,,,,,
30976,Kiminari Dousuru? Yuukai Itazura: Sarenai Tame ni,4.4,,,,,,
30977,Umi no Koumori,4.4,,,,,,
30978,Okaasan no Yasashii te,4.4,,,,,,
30979,Hachikadzuki-hime,4.4,,,,,,
30980,Ojiichan no Hanabi,4.4,,,,,,
30981,Hotaru no Mau Machi de,4.4,,,,,,
30982,Shutter Chance,4.4,,,,,,
30983,Shibuzome Ikki: Ashita ni Kakeru Niji,4.4,,,,,,
30984,Bero-dashi Chonma,4.4,,,,,,
30985,Yamakoshi Mura no Mari to Sanbiki no Koinu,4.4,,,,,,
30988,Futsuu no Joshikousei ga [Locodol] Yattemita. OVA,7.06,,,,,,
30989,Bary-san no Imabari-ben Kouza,4.4,,,,,,
30991,Himouto! Umaru-chan OVA,7.25,,,,,,
30997,Ojiichan no Tomato,4.4,,,,,,
30998,Yuujou no Kickoff,4.4,,,,,,
30999,Ningen no Uta,4.4,,,,,,
31000,Kizuna: Ningen no Uta Part 2,4.4,,,,,,
31001,Mirai Kara no Message,4.4,,,,,,
31002,Nibiki no Neko to Genkina Kazoku,4.4,,,,,,
31003,Boku no Aozora,4.4,,,,,,
31004,Niji no Kakehashi,4.4,,,,,,
31005,Souta no Chikai: Sabetsu ni Makenai Chikara,4.4,,,,,,
31007,Kumori Nochi Hare,4.4,,,,,,
31008,Makeruna! Senta: Sayonara Ijime Mushi,4.4,,,,,,
31009,Mebuki,4.4,,,,,,
31014,Aru Zombie Shoujo no Sainan,4.92,,,,,,
31015,Kakusensou,4.4,,,,,,
31016,Juuroku Jizou Monogatari: Sensou no Gisei ni Natta Kodomo-tachi,4.4,,,,,,
31017,Neko wa Ikite Iru,4.4,,,,,,
31018,DD Hokuto no Ken 2 Ichigo Aji+,5.9,,,,,,
31019,Norasco (TV),4.4,,,,,,
31020,Norasco: Cinema Point Card-hen,4.4,,,,,,
31033,Nintama Rantarou: Dokutake Onsen no Dan,4.4,,,,,,
31034,Nintama Rantarou: Ninjutsu Gakuen to Nazo no Onna - Kore wa Jiken Da yo! no Dan,4.4,,,,,,
31035,Inferno Cop Specials,6.14,,,,,,
31043,Boku dake ga Inai Machi,8.37,,,,,,
31044,Kamisama Minarai: Himitsu no Cocotama,6.01,,,,,,
31048,Burenai Ai de,6.5,,,,,,
31049,Beyblade Burst,6.33,,,,,,
31050,Cyborg 009 VS Devilman,6.34,,,,,,
31051,Kuroko no Basket: Saikou no Present Desu,8.1,,,,,,
31052,Saru Getchu Movie: Ougon no Pipo Helmet - Ukki Battle,4.4,,,,,,
31054,"Letchu, Getchu, Saru Getchu",4.4,,,,,,
31055,Tobidasu PriPara: Mi~nna de Mezase! Idol☆Grand Prix,6.45,,,,,,
31056,Fate/kaleid liner Prisma☆Illya 2wei Herz! Specials,6.96,,,,,,
31057,Onaka Hime,4.4,,,,,,
31064,Gunslinger Stratos The Animation: Kikan/Kaze no Yukue,6.07,,,,,,
31065,Gunslinger Stratos The Animation: Bunki/Futatsu no Mirai,6.13,,,,,,
31068,Hime Chen! Otogi Chikku Idol Lilpri (2011),6.66,,,,,,
31070,Etotama Specials,6.52,,,,,,
31071,"Kinyoru, Abe Reiji: Heikinteki na Salaryman no Ijou na Nichijou",4.4,,,,,,
31072,Show By Rock!!: Legend of Shingan Crimsonz,5.77,,,,,,
31073,Show By Rock!!: Plasmagica na Gogo,5.76,,,,,,
31078,PikkaPika Summer,4.4,,,,,,
31080,Anne Happy♪,6.98,,,,,,
31091,Komori-san wa Kotowarenai!,6.26,,,,,,
31096,Hibike! Euphonium: Suisougaku-bu no Nichijou,6.78,,,,,,
31098,Ushio to Tora (TV) 2nd Season,7.95,,,,,,
31101,"Aniki no Yome-san nara, Ore ni Hamerarete Hiihii Itteru Tokoro Da yo",6.15,,,,,,
31102,Taiko no Tatsujin: 15 Shuunenkinen Short Animation,5.25,,,,,,
31105,Buddy Complex: Daremo Shiranai Ashita e,6.97,,,,,,
31107,JR Nishi Nihon: Summer Train!,5.38,,,,,,
31108,Green Dakara x Bakemono no Ko,5.28,,,,,,
31109,Hatsukoi Monster,5.61,,,,,,
31111,Nisshin Seifun Group CM,5.97,,,,,,
31113,Suisei no Gargantia: Puchitto Furikaerintia,6.2,,,,,,
31115,Schick x Evangelion,6.06,,,,,,
31116,Momotaros no Natsuyasumi,4.4,,,,,,
31117,Ano Ko to Ii Koto,6.8,,,,,,
31118,Demon Busters: Ecchi na Ecchi na Demon Taiji The Animation,6.82,,,,,,
31121,Monster Musume no Iru Nichijou: Hobo Mainichi ◯◯! Namappoi Douga,6.55,,,,,,
31128,Arslan Senki (TV): Tsuioku no Shou - Dakkan no Yaiba,6.55,,,,,,
31129,Chichi to Ko,4.4,,,,,,
31133,Shounen Sunday CM Gekijou: InuYasha-hen,6.28,,,,,,
31135,Idea ga Tsukamaranai.,4.4,,,,,,
31137,Mahou Shoujo Lyrical Nanoha ViVid: Special Program,6.13,,,,,,
31138,Overlord: Ple Ple Pleiades,7,,,,,,
31139,Ame-iro Cocoa: Rainy Color e Youkoso!,4.8,,,,,,
31143,Onsen Yousei Hakone-chan,5.86,,,,,,
31144,Mottainai (Special),6.46,,,,,,
31145,Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu Picture Drama,6.86,,,,,,
31147,Concrete Revolutio: Choujin Gensou,6.71,,,,,,
31149,Persona 3 the Movie 4: Winter of Rebirth,8.02,,,,,,
31150,Xi Yang Yang Yu Hui Tai Lang,6.03,,,,,,
31156,"Kuusen Madoushi Kouhosei no Kyoukan: Lecty no, Ikimonogatari",6.43,,,,,,
31157,ClassicaLoid,6.41,,,,,,
31158,Hetalia: The World Twinkle Specials,7.25,,,,,,
31163,Dimension W,7.22,,,,,,
31164,Aloha! Youkai Watch: Rakuen Hawaii de Geragerapou!!,4.4,,,,,,
31165,Meiji x Kokosake & anohana Receipt Oubo Campaign,5.62,,,,,,
31166,Nyamen: Tenkai Daiichi Joshi Koukou Bunka Matsuri Tokubetsu Eizou,4.4,,,,,,
31168,Pokemon XY: Odemashi Ko Majin Hoopa,6.31,,,,,,
31170,Youkai Ninpouchou Jiraiya!,4.49,,,,,,
31173,Akagami no Shirayuki-hime 2nd Season,8,,,,,,
31174,Osomatsu-san,8.02,,,,,,
31177,Yakyuubu Aruaru,4.4,,,,,,
31178,Uta no☆Prince-sama♪ Maji Love Legend Star,7.19,,,,,,
31181,Owarimonogatari,8.46,,,,,,
31189,Watashi ga Toriko ni Natte Yaru,6.86,,,,,,
31196,Cardfight!! Vanguard G: GIRS Crisis-hen,6.67,,,,,,
31201,Doraemon Movie 36: Shin Nobita no Nippon Tanjou,7.25,,,,,,
31202,Chibi Maruko-chan Movie: Italia kara Kita Shounen,6.57,,,,,,
31205,Lulin Da Maoxian,4.4,,,,,,
31211,Choegang Top Plate,4.4,,,,,,
31221,Tantei Team KZ Jiken Note,6.21,,,,,,
31223,Phantasy Star Online 2 The Animation,6.35,,,,,,
31227,Kindaichi Shounen no Jikenbo Returns 2nd Season,7.67,,,,,,
31229,Servamp,6.93,,,,,,
31231,Pokemon Movie 19: Volcanion to Karakuri no Magearna,6.63,,,,,,
31233,Lu Shidai,6.54,,,,,,
31234,Himouto! Umaru-chanS,6.96,,,,,,
31235,Hikawa Maru Monogatari,4.4,,,,,,
31236,Chieri to Cherry,4.4,,,,,,
31237,Ganbare-bu Next!,4.4,,,,,,
31238,Stitch! Perfect Memory,5.86,,,,,,
31239,Kotori Samba,4.4,,,,,,
31240,Re:Zero kara Hajimeru Isekai Seikatsu,8.29,,,,,,
31244,Makura no Danshi: Sono Ato no Makura no Danshi,5.07,,,,,,
31245,Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai,7.28,,,,,,
31246,Choegang Habche: Mix Master,6.2,,,,,,
31251,Mobile Suit Gundam: Iron-Blooded Orphans,8.02,,,,,,
31252,"Korekarasaki, Nando Anata to.",5.69,,,,,,
31255,Hakusai Anime Bangai-hen,4.4,,,,,,
31257,Spacy,4.47,,,,,,
31258,Box,5.22,,,,,,
31259,Thunder,5.27,,,,,,
31261,Drill,5.16,,,,,,
31262,Ghost,5.38,,,,,,
31263,Grim,5.55,,,,,,
31264,Shashinki,4.4,,,,,,
31265,Shashinki '87,4.4,,,,,,
31266,Wall,5.22,,,,,,
31267,Akuma no Kairozu,4.87,,,,,,
31268,Miira no Yume,5.37,,,,,,
31269,Venus,5.13,,,,,,
31280,Selector Destructed WIXOSS Movie,7.22,,,,,,
31283,Bikini Warriors Special,5.39,,,,,,
31289,One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi,7.72,,,,,,
31297,"Tokyo Ghoul: ""Pinto""",7.27,,,,,,
31298,Baka to Test to Shoukanjuu: Matsuri - Sentakushi Ikou nomi,7.02,,,,,,
31299,Tao Hua Yuan Ji,5.99,,,,,,
31300,Change Our Mirai!,5.76,,,,,,
31302,Robo to Shoujo (Kari): Oshirase Gekijou (Kari),4.4,,,,,,
31309,Balloon,5.14,,,,,,
31310,Ishikeri,5.61,,,,,,
31317,Yonimo Kimyou na Man☆Gatarou,4.4,,,,,,
31318,Comet Lucifer,5.86,,,,,,
31319,12-sai. 2nd Season,6.26,,,,,,
31321,Shounen to Sakura,5.87,,,,,,
31324,Grisaia no Meikyuu: Caprice no Mayu 0 - Takizono Basketball Club no Nama Cream Party!,7.3,,,,,,
31326,High School DxD BorN: Ishibumi Ichiei Kanzen Kanshuu! Mousou Bakuyou Kaijo Original Video,7.34,,,,,,
31327,Shokugeki no Souma OVA,7.36,,,,,,
31331,Busou Shoujotai: Blade Briders The Animation,5.5,,,,,,
31338,Hundred,6.37,,,,,,
31339,Drifters,7.94,,,,,,
31344,K: Missing Kings - Manner Movie,6.53,,,,,,
31348,Xue Haizi,4.4,,,,,,
31361,Neko Enikki,4.4,,,,,,
31362,Osiris no Tenbin,4.4,,,,,,
31368,Grisaia no Rakuen Specials,7.07,,,,,,
31369,Mori no Ongakudan,4.4,,,,,,
31370,Tonkatsu DJ Agetarou,7.15,,,,,,
31373,Rudolf to Ippaiattena,6.62,,,,,,
31374,Shingeki! Kyojin Chuugakkou,7.05,,,,,,
31376,Flying Witch,7.53,,,,,,
31377,Kataribe Shoujo Honoka,4.47,,,,,,
31378,Owari no Seraph: Kyuuketsuki Shahar,7.17,,,,,,
31380,To LOVE-Ru Darkness 2nd OVA,7.57,,,,,,
31387,Aru Hi Inu no Kuni kara Tegami ga Kite,6.57,,,,,,
31389,Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day,7.45,,,,,,
31397,Mesu Kyoushi 4: Kegasareta Kyoudan,6.85,,,,,,
31400,Rinkan Biyaku Chuudoku: Nigeba Nashi! 1428-nin no Seito Zenin ni Sex Sareru Reijou Sayaka,6.56,,,,,,
31401,Creamy Pie,6.48,,,,,,
31402,Soul Worker: Your Destiny Awaits,5.78,,,,,,
31403,Colosseum no Senki: Another Story,5.89,,,,,,
31404,Netoge no Yome wa Onnanoko ja Nai to Omotta?,6.83,,,,,,
31405,Joker Game,7.06,,,,,,
31410,Mini Van 2nd Season,6.22,,,,,,
31414,Nijiiro Days,7.34,,,,,,
31417,Binan Koukou Chikyuu Boueibu LOVE! LOVE!,7.05,,,,,,
31418,KanColle Movie,7.53,,,,,,
31422,Minami Kamakura Koukou Joshi Jitenshabu,6.25,,,,,,
31424,Inyouchuu Etsu Special,5.94,,,,,,
31426,Urawa no Usagi-chan Special,5.36,,,,,,
31427,Zinba,6.68,,,,,,
31430,Terra Formars: Revenge,6.73,,,,,,
31433,Ginga Eiyuu Densetsu: Die Neue These - Kaikou,7.7,,,,,,
31436,Danchi Tomoo: Natsuyasumi no Shukudai wa Owatta no ka yo? Tomoo,4.4,,,,,,
31439,Wagamama High Spec,4.41,,,,,,
31440,Teekyuu 6,6.63,,,,,,
31442,Musaigen no Phantom World,6.89,,,,,,
31445,Minna Atsumare! Falcom Gakuen 3rd Season,4.4,,,,,,
31448,Yoku Wakaru Mahouka! - Saiseitte Nani?,6.44,,,,,,
31450,Sol,4.92,,,,,,
31452,Norn9: Norn+Nonet,6.56,,,,,,
31454,Gundam: G no Reconguista - From the Past to the Future,5.95,,,,,,
31456,Code:Realize - Sousei no Himegimi,6.65,,,,,,
31463,"Maemilggot, Unsu Joeun Nal, Geurigo Bombom",4.4,,,,,,
31464,Pichiko Dakyuubu,4.4,,,,,,
31465,Pichiko Dakyuubu USA-hen,4.4,,,,,,
31467,Grendizer Giga,5.52,,,,,,
31471,MILPOM★,5.15,,,,,,
31476,Wake up!! Tamala,5.37,,,,,,
31478,Bungou Stray Dogs,7.79,,,,,,
31483,"Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page",7.71,,,,,,
31485,Aikatsu Stars! Movie,7.33,,,,,,
31486,Tantei Opera Milky Holmes Movie: Gyakushuu no Milky Holmes,7.13,,,,,,
31490,One Piece Film: Gold,7.95,,,,,,
31491,Hantsu x Trash,5.18,,,,,,
31493,Lord of Vermilion III Special Anime Movie,5.69,,,,,,
31494,Mini-Chara Macross,4.43,,,,,,
31498,Pan de Peace!,5.62,,,,,,
31499,Huyao Xiao Hongniang,7.23,,,,,,
31500,High School Fleet,7.3,,,,,,
31501,Master Blaster,4.38,,,,,,
31505,Go! Samurai,5.81,,,,,,
31506,Kappa no Ude,4.4,,,,,,
31507,Ari Ningen Monogatari,4.93,,,,,,
31508,Shinya Doubutsuen,4.4,,,,,,
31509,Ichi-gan Kuni,4.4,,,,,,
31510,Guitar,4.4,,,,,,
31511,Holiday,4.4,,,,,,
31512,Love & Gift,5.02,,,,,,
31513,Aoki Seimei Hoken,4.88,,,,,,
31517,Ohayou Ninja-tai Gatchaman,4.4,,,,,,
31518,Honoo no Haramase Motto! Hatsuiku! Karada Sokutei 2,6.55,,,,,,
31519,Anitore! EX,4.43,,,,,,
31521,Ushinawareta Mirai wo Motomete: Ushinawareta Natsuyasumi wo Motomete,6.75,,,,,,
31530,Classroom☆Crisis: Tabi no Haji wa Uwanuri,6.42,,,,,,
31534,Larva,5.68,,,,,,
31537,Manaria Friends,6.63,,,,,,
31539,Kyoufu! Zombie Neko,4.4,,,,,,
31540,Sekkou Boys,6.29,,,,,,
31547,Ryouma 30 Seconds,4.4,,,,,,
31549,Peeping Life TV: Season 1??,5.68,,,,,,
31551,Yurumates 3D Plus: Natsuyasumi Maison du Wish Report,6.06,,,,,,
31552,Durarara!!x2 Ten: Onoroke Chakapoko,7.56,,,,,,
31553,Charlotte: Tsuyoimono-tachi,7.48,,,,,,
31555,Doushitemo Eto ni Hairitai,4.4,,,,,,
31559,Prince of Stride: Alternative,6.91,,,,,,
31560,Miss Monochrome The Animation 3,6.54,,,,,,
31561,Gangsta. Recap,6.46,,,,,,
31562,Neko no Dayan: Nihon e Iku,4.4,,,,,,
31563,"Ano Hi, Bokura wa Senjou de: Shounenhei no Kokuhaku",4.4,,,,,,
31564,Sansha Sanyou,7.12,,,,,,
31566,Ketsuekigata-kun! 3,6.39,,,,,,
31568,Wake Up,4.4,,,,,,
31573,Brave Beats,6.44,,,,,,
31575,Offside,4.4,,,,,,
31578,JK Meshi!,4.62,,,,,,
31580,Ajin,7.49,,,,,,
31581,Tsuritama: Harikitte Contest,5.97,,,,,,
31582,Mimizu Monogatari,4.4,,,,,,
31583,Haruko no Bouken,4.4,,,,,,
31584,Henkei Sakuhin Dai 1-ban,5.36,,,,,,
31585,Henkei Sakuhin Dai 2-ban,4.4,,,,,,
31586,Mochibei,3.02,,,,,,
31587,Kojin Toshi,5.28,,,,,,
31588,All Out!!,7.09,,,,,,
31592,Pokemon XY&Z,7.63,,,,,,
31593,Rokka no Yuusha Picture Drama,6.46,,,,,,
31598,Luger Code 1951,6.46,,,,,,
31599,Kaette Kite yoo Toyama kara,4.4,,,,,,
31603,Kana Kana Kazoku: Rika in Wonderland,4.4,,,,,,
31604,Kana Kana Kazoku Shorts: Naru Haya Kakusan Kibou,4.4,,,,,,
31608,Teekyuu 4 Specials,6.41,,,,,,
31610,Kyoukai no Rinne (TV) 2nd Season,7.18,,,,,,
31617,Koukaku Kidoutai: Shin Movie Virtual Reality Diver,6.37,,,,,,
31618,Kanojo ga Kanji wo Suki na Riyuu.,4.48,,,,,,
31621,Ooyasan wa Shishunki!,6.56,,,,,,
31624,Tomato ni Natta Otokonoko,5.19,,,,,,
31629,Granblue Fantasy The Animation,6.7,,,,,,
31630,"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!",6.45,,,,,,
31631,Monster Hunter Stories: Ride On,6.21,,,,,,
31633,Sushi Police,4.67,,,,,,
31634,Kokuhaku,2.3,,,,,,
31636,Dagashi Kashi,6.63,,,,,,
31637,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",7.77,,,,,,
31638,Mr. Shape,4.4,,,,,,
31639,Mr. Shape: High Touch Taisou,4.4,,,,,,
31640,Fuusen Inu Tinny 2nd Season,4.4,,,,,,
31641,Niedola,5.51,,,,,,
31642,Pittanko! Taiyou-sensei to Pittanko,4.4,,,,,,
31643,Mr. Deniroo in Henteko Mushi,4.4,,,,,,
31644,Deniroo's Circus,5.17,,,,,,
31645,Persona 5 the Animation: The Day Breakers,7.13,,,,,,
31646,3-gatsu no Lion,8.43,,,,,,
31647,Ponkotsuland Saga,4.69,,,,,,
31652,Taimanin Asagi 2,6.3,,,,,,
31658,Kuroko no Basket Movie 4: Last Game,8.07,,,,,,
31662,Bary-san x Gospe Rats: Tonde Bary Bary Monogatari,4.4,,,,,,
31665,Hibike! Euphonium: Kakedasu Monaka,7.47,,,,,,
31667,Ponkotsu Quest: Maou to Haken no Mamono-tachi,4.4,,,,,,
31668,Teekyuu 5 Specials,6.25,,,,,,
31669,Takamiya Nasuno Desu!: Teekyuu Spin-off Special,5.99,,,,,,
31670,Kaitou Joker 3rd Season,7.19,,,,,,
31672,Ojarumaru: Wasureta Mori no Hinata,4.4,,,,,,
31673,Larva 2nd Season,6.03,,,,,,
31674,Larva 3rd Season,6.14,,,,,,
31675,Haikyuu!! Quest Picture Drama,6.5,,,,,,
31676,Persona 2: Another Self,6.21,,,,,,
31678,Long Zhi Gu: Jingling Wangzuo,7.33,,,,,,
31680,Super Lovers,7.08,,,,,,
31683,Danchigai: Juusan Goutou Sentou Ikitai!!,6.44,,,,,,
31685,Okaasan ni Naisho,4.17,,,,,,
31686,Shigeru,3.24,,,,,,
31687,◯,3.82,,,,,,
31688,Tama Gura Abayo: Moki Yumokyu Superdeluxe,4.33,,,,,,
31689,Requiem (ONA),3.92,,,,,,
31690,Chuugakusei,4.4,,,,,,
31691,San Mao Liu Lang Ji,4.4,,,,,,
31692,Gogulyeoui Jeolm-eun Musadeul,4.4,,,,,,
31693,Ashita Tenki ni Naare Omake,4.4,,,,,,
31694,Gakken no Zunou Kaihatsu Video,4.4,,,,,,
31695,Goro-chan,5.16,,,,,,
31696,Witch Village Story,4.4,,,,,,
31697,Witch Village Story Specials,4.4,,,,,,
31698,Zhan Long Si Qu,4.4,,,,,,
31699,Good Morning!!! Doronjo,4.4,,,,,,
31700,Xiao Taiji,4.4,,,,,,
31701,Wu Lan Qi Qi Ge,4.4,,,,,,
31704,One Punch Man: Road to Hero,7.73,,,,,,
31706,Fate/kaleid liner Prisma☆Illya 3rei!!,7.55,,,,,,
31710,Divine Gate,5.6,,,,,,
31711,To LOVE-Ru Darkness 2nd Specials,7.63,,,,,,
31715,Working!!!: Lord of the Takanashi,8.2,,,,,,
31716,Rewrite,6.69,,,,,,
31722,Nanatsu no Taizai: Seisen no Shirushi,7.12,,,,,,
31730,Audition,4.4,,,,,,
31733,Bishoujo Senshi Sailor Moon Crystal Season III,7.72,,,,,,
31736,Valkyrie Drive: Mermaid Specials,6.16,,,,,,
31737,Gakusen Toshi Asterisk 2nd Season,7.08,,,,,,
31738,Nanairo Kakumei,5.93,,,,,,
31740,Chicchana Onaka,6.3,,,,,,
31741,Magi: Sinbad no Bouken (TV),7.91,,,,,,
31746,Dochamon Junior,4.4,,,,,,
31747,Oshiri Kajiri Mushi (TV) 4th Season,5.34,,,,,,
31749,Chou Kidougai-ku: Kashiwa-no-Ha,5.27,,,,,,
31750,TV-ban Pokemon Special Masara Town-hen Recaps,6.09,,,,,,
31753,Ganbare! Lulu Lolo 3rd Season,4.4,,,,,,
31754,Aoharu x Kikanjuu: Kemono-tachi no Senjou da na!,7.22,,,,,,
31756,Owari no Seraph: The Beginning of the End,7.16,,,,,,
31757,Kizumonogatari II: Nekketsu-hen,8.61,,,,,,
31758,Kizumonogatari III: Reiketsu-hen,8.82,,,,,,
31759,Hakubutsushi,5.05,,,,,,
31760,Tsuru Shitae Waka Kan,4.95,,,,,,
31761,Sayokyoku,4.63,,,,,,
31762,King of Prism by Pretty Rhythm,6.19,,,,,,
31763,Accel World: Infinite∞Burst,6.66,,,,,,
31764,Nejimaki Seirei Senki: Tenkyou no Alderamin,7.73,,,,,,
31765,Sword Art Online Movie: Ordinal Scale,7.65,,,,,,
31769,Kojiki: Hyuuga-hen,5.89,,,,,,
31771,Amanchu!,7.27,,,,,,
31772,One Punch Man Specials,7.73,,,,,,
31777,Neko nanka Yondemo Konai.,6.03,,,,,,
31780,Kimi no Kokoro wa Kagayaiteru kai?,7.25,,,,,,
31783,Yowamushi Pedal: New Generation,7.69,,,,,,
31785,Hakuouki Shinkai: Kaze no Shou,6.4,,,,,,
31788,Ero Manga! H mo Manga mo Step-up♪,6.79,,,,,,
31789,Oni Chichi: Vacation,6.82,,,,,,
31790,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari,5.88,,,,,,
31793,Mahou Shoujo Nante Mou Ii Desukara.,5.94,,,,,,
31797,"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken Specials",6.5,,,,,,
31798,Kiznaiver,7.43,,,,,,
31804,Kuma Miko,6.3,,,,,,
31807,Sugio: Mori de Koi wo Shite,4.46,,,,,,
31810,Amakano,6.87,,,,,,
31812,Kuroshitsuji Movie: Book of the Atlantic,8.26,,,,,,
31815,"Kono Danshi, Mahou ga Oshigoto Desu.",7.04,,,,,,
31821,Arslan Senki (TV): Fuujin Ranbu,7.53,,,,,,
31827,Comet Lucifer: Garden Indigo no Shasou kara,6.05,,,,,,
31829,Sinbad: Mahou no Lamp to Ugoku Shima,6.24,,,,,,
31830,Lilac (Bombs Jun Togawa),5.75,,,,,,
31831,Fantasy,5.01,,,,,,
31832,Zawazawa,4.67,,,,,,
31833,Metamorphose,5.02,,,,,,
31834,Mormorando,5.31,,,,,,
31838,Ze Tian Ji,6.9,,,,,,
31845,Masou Gakuen HxH,6.18,,,,,,
31846,Puzzle & Dragons CM,5.85,,,,,,
31848,Ojisan to Marshmallow,6.6,,,,,,
31851,Dog Days'': Limone Resort Tenbou Onsen!,6.55,,,,,,
31853,Biohazard: Vendetta,7.06,,,,,,
31859,Hai to Gensou no Grimgar,7.69,,,,,,
31861,Tenchi Muyou! Ryououki 4th Season,6.67,,,,,,
31865,Kare Baka: Wagahai no Kare wa Baka de R,5.88,,,,,,
31866,Last Exile: Ginyoku no Fam Movie - Over the Wishes,6.41,,,,,,
31867,Shoujo-tachi wa Kouya wo Mezasu: Iubeki Monokashira,6.35,,,,,,
31868,Bug tte Honey: Megarom Shoujo Mai 4622,4.4,,,,,,
31872,Yukidaruma Kazoku,4.4,,,,,,
31873,Kuro,4.4,,,,,,
31874,2002-nen Halmeoni Ondo,4.96,,,,,,
31878,Mukashi Toilet ga Kowakatta!,4.4,,,,,,
31880,B Who I Want 2 B,5.51,,,,,,
31882,Bokura Machi Bouzu!,4.4,,,,,,
31883,Bakuon!! OVA,6.4,,,,,,
31884,Mahoutsukai Precure!,7.08,,,,,,
31885,Majuu Jouka Shoujo Utea,6.73,,,,,,
31886,Dropout,6.86,,,,,,
31890,Nurse Witch Komugi-chan R,5.95,,,,,,
31892,The Legend of Huainanzi,4.4,,,,,,
31893,The Legend of Huainanzi 2nd Season,4.4,,,,,,
31894,"The iDOLM@STER Million Live! ""Dreaming!"" Animation PV",6.34,,,,,,
31898,Robocar Poli,4.4,,,,,,
31903,Isobe Isobee Monogatari: Ukiyo wa Tsurai yo (2015),4.4,,,,,,
31904,Big Order (TV),4.4,,,,,,
31908,"Ai think so,",5.54,,,,,,
31909,Wakaba*Girl: Onsen Tsukaritai,6.92,,,,,,
31911,Pokemon Fushigi no Dungeon: Magnagate to Mugendai Meikyu,6.25,,,,,,
31912,Shinsetsu Kachikachi Yama,5.13,,,,,,
31914,Shoujo-tachi wa Kouya wo Mezasu,6.33,,,,,,
31918,Owaranai Seraph: Nagoya-hen,7.31,,,,,,
31919,PriPara Movie: Mi~nna no Akogare♪ Let's Go☆Prix Paris,7.01,,,,,,
31923,Mini Hama: Minimum Hamatora Movies,6.02,,,,,,
31924,Monchhichiisu,4.4,,,,,,
31925,White Tree,5.68,,,,,,
31926,Kashikokimono,4.4,,,,,,
31927,Phantom of the Kill: Zero kara no Hangyaku,6.21,,,,,,
31931,Full Metal Panic! Invisible Victory,7.6,,,,,,
31933,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,8.51,,,,,,
31941,Alice in Dreamland,5.13,,,,,,
31942,Shooting Hero,4.4,,,,,,
31948,Sora no Arawashi,4.4,,,,,,
31952,Kono Bijutsubu ni wa Mondai ga Aru!,7.26,,,,,,
31953,New Game!,7.62,,,,,,
31964,Boku no Hero Academia,8.11,,,,,,
31965,Ba La La Xiao Mo Xian Zhi: Qiji Wubu,5.88,,,,,,
31966,Sword Gai,5.65,,,,,,
31967,Dog Days'': Gravure Talk,6.32,,,,,,
31971,Ojiichan ga Nokoshite Kureta Mono: Moetemo Moenai? Moenikui!,4.4,,,,,,
31972,Tang Lang Bu Chan,5.75,,,,,,
31973,Mobile Suit Gundam Thunderbolt,7.93,,,,,,
31977,Hanabi,5.84,,,,,,
31978,Crayon Shin-chan Movie 24: Bakusui! Yumemi World Dai Totsugeki,6.98,,,,,,
31980,Okusama ga Seitokaichou!: Seitokaichou to Ofuro Asobi,6.78,,,,,,
31984,Lupin Shanshei Pilot,5.67,,,,,,
31988,Hibike! Euphonium 2,8.3,,,,,,
31989,Hibike! Euphonium Movie 1: Kitauji Koukou Suisougaku-bu e Youkoso,7.51,,,,,,
31994,Yami Shibai 3,6.29,,,,,,
31995,Kowaremono The Animation,6.27,,,,,,
31997,Hetalia: The World Twinkle Extra Disc,7.34,,,,,,
32005,Detective Conan Movie 20: The Darkest Nightmare,8.17,,,,,,
